shipment_id,customer_id,product_category,warehouse_block,mode_of_shipment,route,customer_care_calls,customer_rating,cost_of_product,prior_purchases,discount_offered,weight_in_gms,scheduled_days,actual_days,on_time_delivery,shipment_date
SHIP04014,CUST6256,Fashion,C,Flight,Bangalore-Chennai,6,4,3593.6,3,25.5,4705,8,7,1,2023-01-18
SHIP04015,CUST2113,Home & Garden,B,Flight,Kolkata-Delhi,3,1,4975.95,1,54.0,2834,6,6,1,2023-07-19
SHIP04016,CUST8155,Cosmetics,A,Road,Mumbai-Chennai,5,2,4807.62,4,42.4,4412,5,8,0,2023-06-11
SHIP04017,CUST2231,Cosmetics,F,Ship,Bangalore-Chennai,4,3,3748.44,7,13.2,4168,7,10,0,2023-06-25
SHIP04018,CUST1483,Electronics,D,Road,Mumbai-Chennai,7,1,3017.79,4,1.7,6944,4,5,0,2023-07-20
SHIP04019,CUST3540,Home & Garden,D,Road,Hyderabad-Pune,7,2,4534.13,5,60.3,6363,3,2,1,2023-10-29
SHIP04020,CUST8309,Sporting Goods,B,Road,Hyderabad-Pune,4,4,2444.85,5,16.9,2098,9,14,0,2023-03-06
SHIP04021,CUST2989,Home & Garden,C,Ship,Delhi-Bangalore,4,3,3327.59,0,50.7,5355,6,7,0,2023-08-30
SHIP04022,CUST8070,Home & Garden,B,Road,Delhi-Bangalore,6,4,2445.52,6,11.6,4029,5,7,0,2023-07-02
SHIP04023,CUST5234,Electronics,B,Flight,Hyderabad-Pune,6,5,3804.33,3,39.3,3959,7,8,0,2023-12-12
SHIP04024,CUST7542,Books,C,Road,Delhi-Bangalore,2,1,4294.59,4,28.5,3717,8,9,0,2023-05-02
SHIP04025,CUST7516,Home & Garden,F,Road,Bangalore-Chennai,2,5,3341.68,0,4.4,5605,7,8,0,2023-09-11
SHIP04026,CUST3693,Cosmetics,A,Flight,Delhi-Bangalore,5,5,1722.69,2,56.3,5255,10,12,0,2023-12-20
SHIP04027,CUST9482,Fashion,C,Road,Bangalore-Chennai,7,3,1201.08,2,53.5,6078,10,9,1,2023-06-30
SHIP04028,CUST9996,Home & Garden,C,Flight,Delhi-Bangalore,7,3,397.37,4,53.3,5387,10,14,0,2023-05-03
SHIP04029,CUST7951,Sporting Goods,F,Flight,Bangalore-Chennai,6,5,3585.1,8,41.4,1383,3,4,0,2023-12-24
SHIP04030,CUST5176,Books,B,Flight,Delhi-Bangalore,3,4,4045.56,1,7.2,4648,10,12,0,2023-04-13
SHIP04031,CUST9798,Electronics,C,Flight,Delhi-Mumbai,7,4,868.61,7,13.8,4880,10,10,1,2023-09-03
SHIP04032,CUST9114,Fashion,A,Flight,Delhi-Mumbai,6,2,4538.44,1,25.9,4402,4,4,1,2023-09-28
SHIP04033,CUST6090,Books,D,Road,Bangalore-Chennai,5,5,3642.6,6,31.2,4221,4,6,0,2023-03-28
SHIP04034,CUST9228,Fashion,B,Flight,Kolkata-Delhi,5,2,717.2,7,26.3,5522,5,9,0,2023-02-08
SHIP04035,CUST8468,Electronics,D,Flight,Delhi-Mumbai,6,3,2642.18,5,29.9,2154,9,11,0,2023-01-22
SHIP04036,CUST7071,Books,B,Ship,Mumbai-Chennai,2,5,2563.5,0,51.0,2549,8,10,0,2023-10-02
SHIP04037,CUST4648,Cosmetics,B,Flight,Mumbai-Chennai,3,2,4978.57,7,54.1,1785,7,12,0,2023-02-05
SHIP04038,CUST9485,Fashion,B,Ship,Hyderabad-Pune,1,5,1732.91,7,6.0,5945,4,5,0,2023-06-11
SHIP04039,CUST8123,Cosmetics,D,Road,Kolkata-Delhi,6,5,1067.35,1,13.6,4204,3,5,0,2023-01-14
SHIP04040,CUST4218,Fashion,D,Flight,Delhi-Bangalore,3,3,4939.83,3,62.5,3005,7,8,0,2023-05-05
SHIP04041,CUST2450,Electronics,A,Ship,Mumbai-Chennai,3,4,2310.65,1,19.0,5823,6,10,0,2023-03-31
SHIP04042,CUST8356,Cosmetics,A,Ship,Delhi-Mumbai,6,4,109.13,6,34.6,6943,8,13,0,2023-10-20
SHIP04043,CUST4214,Fashion,A,Ship,Mumbai-Chennai,7,2,1715.78,5,25.2,2580,5,6,0,2023-10-10
SHIP04044,CUST9360,Sporting Goods,B,Flight,Hyderabad-Pune,4,2,2154.85,4,63.9,3555,9,14,0,2023-08-30
SHIP04045,CUST2918,Electronics,D,Ship,Delhi-Bangalore,7,4,4311.23,3,36.7,6191,7,10,0,2023-09-17
SHIP04046,CUST1377,Home & Garden,B,Road,Mumbai-Chennai,2,5,3088.15,2,49.2,1733,3,5,0,2023-12-30
SHIP04047,CUST5303,Fashion,C,Ship,Kolkata-Delhi,5,4,2753.33,2,3.9,5743,5,6,0,2023-08-17
SHIP04048,CUST3201,Electronics,A,Ship,Delhi-Mumbai,2,5,840.02,8,12.5,5880,6,9,0,2023-09-03
SHIP04049,CUST1042,Books,C,Road,Mumbai-Chennai,3,4,4922.88,1,28.2,1498,3,2,1,2023-07-08
SHIP04050,CUST4890,Electronics,C,Road,Delhi-Mumbai,1,3,3442.55,4,56.6,5266,9,12,0,2023-01-18
SHIP04051,CUST4286,Electronics,C,Ship,Delhi-Bangalore,4,1,4587.02,7,17.0,2521,3,2,1,2023-12-25
SHIP04052,CUST2961,Home & Garden,C,Road,Mumbai-Chennai,5,5,737.26,1,49.3,4882,4,8,0,2023-02-25
SHIP04053,CUST1773,Sporting Goods,A,Ship,Kolkata-Delhi,3,1,2501.51,6,20.6,6729,4,7,0,2023-07-14
SHIP04054,CUST5958,Sporting Goods,B,Flight,Delhi-Mumbai,5,1,4460.28,1,27.3,5258,5,4,1,2023-07-08
SHIP04055,CUST6575,Books,B,Road,Kolkata-Delhi,1,5,1986.51,3,39.6,3981,3,2,1,2023-02-12
SHIP04056,CUST9075,Fashion,B,Ship,Delhi-Mumbai,7,5,2128.86,1,24.2,3742,6,10,0,2023-05-17
SHIP04057,CUST1474,Home & Garden,B,Ship,Mumbai-Chennai,4,2,4642.63,8,35.5,5600,6,11,0,2023-11-19
SHIP04058,CUST9117,Electronics,C,Flight,Mumbai-Chennai,5,3,1681.25,1,44.4,5670,3,8,0,2023-06-03
SHIP04059,CUST1517,Home & Garden,D,Road,Mumbai-Chennai,1,1,4567.13,3,24.0,5643,6,6,1,2023-05-25
SHIP04060,CUST4841,Sporting Goods,F,Ship,Bangalore-Chennai,4,4,2538.31,0,40.6,6555,4,8,0,2023-01-01
SHIP04061,CUST9312,Home & Garden,F,Flight,Hyderabad-Pune,6,1,1379.69,3,39.4,2182,8,8,1,2023-02-07
SHIP04062,CUST9701,Sporting Goods,B,Flight,Hyderabad-Pune,7,3,2471.94,3,39.6,5459,3,2,1,2023-09-21
SHIP04063,CUST1388,Fashion,D,Flight,Delhi-Bangalore,7,1,851.68,5,62.9,5546,3,3,1,2023-09-02
SHIP04064,CUST6011,Sporting Goods,C,Ship,Bangalore-Chennai,1,4,1334.84,7,61.6,1636,9,12,0,2023-11-25
SHIP04065,CUST6719,Books,A,Flight,Delhi-Mumbai,3,1,3743.76,8,6.6,6819,6,7,0,2023-01-12
SHIP04066,CUST1548,Electronics,A,Flight,Hyderabad-Pune,7,3,1591.66,1,47.0,2107,9,8,1,2023-09-11
SHIP04067,CUST9295,Electronics,A,Road,Hyderabad-Pune,3,3,910.53,5,57.5,6732,6,10,0,2023-05-09
SHIP04068,CUST6916,Cosmetics,A,Flight,Mumbai-Chennai,1,2,3349.5,8,29.0,1513,9,9,1,2023-06-15
SHIP04069,CUST3116,Electronics,C,Ship,Hyderabad-Pune,3,1,2531.64,6,7.1,1788,3,6,0,2023-04-08
SHIP04070,CUST3581,Home & Garden,A,Road,Kolkata-Delhi,6,3,4647.58,2,60.5,4369,7,10,0,2023-04-30
SHIP04071,CUST7357,Cosmetics,F,Flight,Hyderabad-Pune,1,1,109.05,1,10.7,2696,4,4,1,2023-03-05
SHIP04072,CUST3008,Cosmetics,D,Road,Kolkata-Delhi,3,3,3165.66,6,42.3,3013,6,10,0,2023-01-12
SHIP04073,CUST4148,Cosmetics,F,Flight,Delhi-Mumbai,3,2,1605.68,6,57.9,2435,5,5,1,2023-10-08
SHIP04074,CUST5322,Books,F,Road,Delhi-Mumbai,3,2,2610.95,0,22.3,6027,3,7,0,2023-09-07
SHIP04075,CUST5429,Fashion,F,Road,Delhi-Mumbai,4,5,1234.02,2,21.5,4650,8,7,1,2023-11-11
SHIP04076,CUST1430,Books,F,Flight,Delhi-Bangalore,4,3,4772.13,1,62.0,4053,10,10,1,2023-02-13
SHIP04077,CUST9338,Books,A,Flight,Mumbai-Chennai,3,1,2803.87,5,46.7,4015,4,5,0,2023-08-24
SHIP04078,CUST5194,Fashion,C,Ship,Delhi-Bangalore,1,4,1071.42,8,19.9,3166,5,8,0,2023-08-06
SHIP04079,CUST3811,Sporting Goods,F,Ship,Bangalore-Chennai,2,1,4466.49,1,41.8,4759,10,14,0,2023-12-10
SHIP04080,CUST2742,Books,B,Road,Mumbai-Chennai,2,1,1630.6,5,54.7,5224,5,7,0,2023-06-10
SHIP04081,CUST5767,Home & Garden,D,Ship,Bangalore-Chennai,3,2,396.73,0,57.4,3298,4,4,1,2023-02-24
SHIP04082,CUST1249,Electronics,A,Ship,Delhi-Mumbai,3,4,1581.6,4,12.0,3310,4,4,1,2023-01-09
SHIP04083,CUST8833,Sporting Goods,A,Flight,Mumbai-Chennai,6,5,776.66,2,58.0,4885,6,8,0,2023-11-25
SHIP04084,CUST8002,Electronics,C,Road,Kolkata-Delhi,4,5,4681.66,7,39.8,5244,3,7,0,2023-03-06
SHIP04085,CUST6759,Cosmetics,F,Flight,Bangalore-Chennai,7,3,481.5,3,22.6,4668,10,14,0,2023-04-05
SHIP04086,CUST7231,Cosmetics,B,Road,Kolkata-Delhi,6,4,1031.0,6,32.9,1328,9,14,0,2023-05-29
SHIP04087,CUST5631,Cosmetics,C,Ship,Bangalore-Chennai,7,3,3211.49,2,3.0,1541,10,9,1,2023-02-24
SHIP04088,CUST1134,Books,C,Ship,Delhi-Bangalore,6,3,4666.48,3,15.3,6879,5,10,0,2023-09-05
SHIP04089,CUST2404,Home & Garden,B,Ship,Delhi-Mumbai,4,1,2213.77,6,48.0,6090,5,5,1,2023-10-10
SHIP04090,CUST6036,Cosmetics,F,Flight,Delhi-Mumbai,4,1,648.83,8,52.5,5751,10,11,0,2023-12-14
SHIP04091,CUST2928,Home & Garden,D,Road,Kolkata-Delhi,2,2,2956.2,3,32.2,3637,8,7,1,2023-02-26
SHIP04092,CUST1171,Fashion,D,Flight,Delhi-Bangalore,2,4,4363.37,4,22.0,5173,8,11,0,2023-07-25
SHIP04093,CUST4383,Cosmetics,A,Flight,Kolkata-Delhi,6,5,2534.64,0,33.7,1188,7,11,0,2023-07-12
SHIP04094,CUST8528,Books,A,Ship,Kolkata-Delhi,5,3,3197.45,4,3.2,2279,8,12,0,2023-12-22
SHIP04095,CUST9338,Sporting Goods,C,Ship,Mumbai-Chennai,3,2,2263.65,3,26.4,4504,10,15,0,2023-05-14
SHIP04096,CUST9826,Cosmetics,D,Ship,Delhi-Mumbai,5,5,472.5,1,34.2,5012,3,4,0,2023-06-08
SHIP04097,CUST5847,Cosmetics,D,Flight,Hyderabad-Pune,4,4,4864.68,4,24.4,2027,10,14,0,2023-04-23
SHIP04098,CUST4970,Books,A,Road,Hyderabad-Pune,7,5,612.32,6,32.2,3333,10,10,1,2023-12-21
SHIP04099,CUST6490,Home & Garden,C,Flight,Bangalore-Chennai,4,5,2338.18,0,47.1,5924,4,9,0,2023-04-20
SHIP04100,CUST1905,Home & Garden,C,Flight,Delhi-Bangalore,1,1,449.06,3,6.8,3147,3,5,0,2023-08-15
SHIP04101,CUST3819,Home & Garden,F,Ship,Delhi-Mumbai,6,2,2916.03,8,23.2,4668,4,4,1,2023-08-30
SHIP04102,CUST7008,Home & Garden,C,Road,Bangalore-Chennai,2,3,4271.22,1,32.4,3365,5,6,0,2023-01-27
SHIP04103,CUST3556,Books,D,Flight,Delhi-Bangalore,7,3,1158.53,4,10.0,2107,8,10,0,2023-06-14
SHIP04104,CUST3083,Electronics,C,Ship,Delhi-Mumbai,4,3,4532.13,6,2.7,2326,5,4,1,2023-04-05
SHIP04105,CUST2010,Books,A,Road,Mumbai-Chennai,5,4,2154.93,6,29.3,2899,9,10,0,2023-03-22
SHIP04106,CUST1549,Electronics,F,Ship,Delhi-Bangalore,1,5,1778.11,3,51.3,1485,10,10,1,2023-07-11
SHIP04107,CUST7921,Books,C,Ship,Kolkata-Delhi,5,4,4560.96,1,43.7,3750,8,12,0,2023-01-01
SHIP04108,CUST6754,Fashion,B,Flight,Mumbai-Chennai,5,3,453.73,0,52.0,6549,7,8,0,2023-12-09
SHIP04109,CUST7148,Cosmetics,D,Road,Delhi-Mumbai,3,1,4743.45,6,9.3,2527,5,4,1,2023-10-03
SHIP04110,CUST2963,Books,D,Flight,Delhi-Mumbai,5,4,2416.6,2,57.9,4340,4,9,0,2023-07-05
SHIP04111,CUST8051,Home & Garden,B,Ship,Mumbai-Chennai,6,2,1425.37,2,11.7,5057,3,4,0,2023-09-25
SHIP04112,CUST2288,Books,A,Flight,Kolkata-Delhi,2,2,802.7,7,16.5,5894,3,4,0,2023-04-22
SHIP04113,CUST4153,Books,D,Flight,Mumbai-Chennai,2,5,3665.35,0,5.3,4210,8,11,0,2023-10-18
SHIP04114,CUST8376,Fashion,F,Road,Delhi-Mumbai,1,1,412.33,3,2.2,3867,10,14,0,2023-09-29
SHIP04115,CUST3464,Fashion,F,Ship,Mumbai-Chennai,2,2,1130.83,7,21.8,3209,5,9,0,2023-10-25
SHIP04116,CUST1491,Cosmetics,B,Road,Delhi-Bangalore,3,3,2796.27,6,35.7,4356,7,12,0,2023-09-26
SHIP04117,CUST3774,Cosmetics,A,Flight,Bangalore-Chennai,6,3,1691.92,4,8.4,5796,3,4,0,2023-02-26
SHIP04118,CUST8681,Electronics,B,Ship,Mumbai-Chennai,6,4,479.26,6,39.8,1285,6,6,1,2023-12-04
SHIP04119,CUST7226,Electronics,A,Ship,Hyderabad-Pune,7,4,3343.78,5,17.1,1676,7,9,0,2023-12-09
SHIP04120,CUST4250,Cosmetics,D,Ship,Delhi-Bangalore,5,4,2346.17,0,21.5,2684,3,8,0,2023-05-16
SHIP04121,CUST4893,Cosmetics,B,Flight,Kolkata-Delhi,6,3,3880.95,6,0.6,5401,8,10,0,2023-03-28
SHIP04122,CUST2393,Sporting Goods,F,Ship,Kolkata-Delhi,3,4,3687.04,2,56.0,6515,8,13,0,2023-02-14
SHIP04123,CUST2167,Electronics,A,Flight,Hyderabad-Pune,3,1,980.56,2,44.3,2462,9,11,0,2023-11-06
SHIP04124,CUST5770,Fashion,B,Ship,Hyderabad-Pune,2,3,1309.14,4,4.6,4629,4,6,0,2023-11-02
SHIP04125,CUST7394,Electronics,D,Flight,Mumbai-Chennai,6,4,892.8,4,56.1,3982,8,13,0,2023-09-02
SHIP04126,CUST1230,Cosmetics,F,Road,Delhi-Bangalore,2,3,333.49,3,47.7,2593,6,8,0,2023-08-10
SHIP04127,CUST7428,Books,A,Flight,Bangalore-Chennai,5,2,4274.31,6,34.0,4133,10,13,0,2023-04-22
SHIP04128,CUST8886,Sporting Goods,C,Flight,Mumbai-Chennai,2,1,223.7,2,52.8,4969,3,6,0,2023-01-12
SHIP04129,CUST4304,Books,D,Road,Delhi-Mumbai,3,4,4381.25,2,36.4,2923,8,7,1,2023-11-12
SHIP04130,CUST5339,Fashion,A,Ship,Kolkata-Delhi,3,4,4137.69,7,53.8,2865,6,8,0,2023-02-14
SHIP04131,CUST7678,Books,F,Road,Mumbai-Chennai,7,5,1705.87,2,32.4,4412,5,9,0,2023-03-15
SHIP04132,CUST5039,Cosmetics,F,Road,Delhi-Bangalore,2,3,245.92,7,11.3,5219,5,8,0,2023-05-07
SHIP04133,CUST6662,Sporting Goods,F,Ship,Bangalore-Chennai,6,4,4608.83,8,1.7,5146,4,9,0,2023-11-12
SHIP04134,CUST2022,Home & Garden,A,Road,Delhi-Bangalore,2,4,3643.56,7,9.5,3201,3,6,0,2023-10-01
SHIP04135,CUST4042,Cosmetics,C,Road,Mumbai-Chennai,2,4,2493.78,2,44.8,6823,7,8,0,2023-03-07
SHIP04136,CUST3419,Electronics,C,Flight,Delhi-Bangalore,2,3,345.9,1,25.5,5738,10,10,1,2023-04-05
SHIP04137,CUST8251,Home & Garden,C,Ship,Delhi-Mumbai,6,4,1757.43,1,27.4,5478,6,11,0,2023-04-06
SHIP04138,CUST6324,Electronics,B,Ship,Hyderabad-Pune,4,4,4085.4,0,61.7,3793,9,9,1,2023-06-01
SHIP04139,CUST7653,Cosmetics,C,Flight,Delhi-Mumbai,6,1,2608.98,3,59.3,2102,10,11,0,2023-03-18
SHIP04140,CUST4167,Books,F,Ship,Hyderabad-Pune,6,1,2732.96,6,21.4,3989,3,5,0,2023-03-21
SHIP04141,CUST4560,Cosmetics,F,Road,Bangalore-Chennai,7,5,1767.08,1,63.0,4752,3,8,0,2023-07-30
SHIP04142,CUST6819,Sporting Goods,F,Road,Delhi-Mumbai,5,4,4991.12,6,38.0,4325,9,13,0,2023-07-04
SHIP04143,CUST3259,Fashion,D,Flight,Mumbai-Chennai,5,5,3985.56,5,44.6,3370,3,7,0,2023-04-05
SHIP04144,CUST1074,Books,C,Ship,Bangalore-Chennai,3,2,1554.11,1,55.4,2272,6,8,0,2023-12-08
SHIP04145,CUST9150,Cosmetics,D,Flight,Bangalore-Chennai,3,2,987.42,1,55.8,6568,9,9,1,2023-03-03
SHIP04146,CUST2764,Books,F,Flight,Delhi-Bangalore,5,1,3373.95,0,59.6,3108,7,7,1,2023-11-27
SHIP04147,CUST8433,Home & Garden,A,Ship,Bangalore-Chennai,2,5,4647.76,8,15.4,5583,10,10,1,2023-02-23
SHIP04148,CUST4371,Fashion,B,Flight,Delhi-Mumbai,1,3,1638.96,5,5.7,2782,8,7,1,2023-09-17
SHIP04149,CUST4305,Books,C,Ship,Delhi-Mumbai,6,4,4818.89,1,58.1,4118,8,12,0,2023-08-07
SHIP04150,CUST6705,Home & Garden,D,Road,Delhi-Mumbai,6,3,4371.0,3,15.8,6234,6,11,0,2023-04-11
SHIP04151,CUST2765,Cosmetics,D,Road,Hyderabad-Pune,2,2,259.77,8,8.6,6283,5,6,0,2023-06-04
SHIP04152,CUST1680,Fashion,F,Flight,Mumbai-Chennai,4,1,3403.98,6,37.2,6625,7,8,0,2023-10-10
SHIP04153,CUST9425,Electronics,D,Road,Delhi-Bangalore,3,3,3024.92,3,6.9,3477,4,9,0,2023-10-16
SHIP04154,CUST6549,Electronics,B,Ship,Hyderabad-Pune,4,1,3954.79,6,30.3,3382,8,8,1,2023-08-03
SHIP04155,CUST2646,Cosmetics,A,Flight,Mumbai-Chennai,2,2,2318.11,0,31.5,6473,9,8,1,2023-08-09
SHIP04156,CUST2281,Fashion,D,Road,Mumbai-Chennai,4,1,2146.26,5,62.6,1639,6,8,0,2023-08-29
SHIP04157,CUST9661,Sporting Goods,C,Ship,Bangalore-Chennai,6,4,3146.79,7,9.1,5866,5,4,1,2023-08-21
SHIP04158,CUST1862,Home & Garden,A,Road,Kolkata-Delhi,2,5,1057.35,1,41.9,4635,9,11,0,2023-03-14
SHIP04159,CUST7309,Books,C,Flight,Mumbai-Chennai,1,1,3076.91,2,41.5,3822,10,11,0,2023-12-20
SHIP04160,CUST6486,Home & Garden,A,Flight,Kolkata-Delhi,7,1,2228.84,4,45.9,5435,6,5,1,2023-08-20
SHIP04161,CUST8635,Fashion,D,Flight,Mumbai-Chennai,3,3,2256.04,0,37.8,1729,7,6,1,2023-04-27
SHIP04162,CUST2012,Sporting Goods,C,Flight,Delhi-Bangalore,4,1,1168.53,5,42.0,2314,7,7,1,2023-07-02
SHIP04163,CUST4442,Fashion,F,Road,Kolkata-Delhi,4,5,1159.31,4,13.2,3940,5,5,1,2023-03-01
SHIP04164,CUST2770,Sporting Goods,D,Flight,Kolkata-Delhi,2,5,1873.66,6,45.7,6386,8,11,0,2023-10-24
SHIP04165,CUST5419,Fashion,D,Road,Kolkata-Delhi,2,4,2085.71,8,32.3,1629,5,5,1,2023-06-21
SHIP04166,CUST8163,Home & Garden,B,Road,Mumbai-Chennai,5,3,1800.77,3,39.4,4025,10,15,0,2023-03-01
SHIP04167,CUST9542,Sporting Goods,C,Road,Bangalore-Chennai,2,5,1391.98,6,15.3,1500,3,5,0,2023-12-07
SHIP04168,CUST9528,Home & Garden,C,Road,Bangalore-Chennai,3,1,2288.7,3,45.6,6048,10,14,0,2023-03-19
SHIP04169,CUST6115,Sporting Goods,A,Flight,Delhi-Bangalore,1,3,1336.92,0,37.7,4789,7,7,1,2023-02-13
SHIP04170,CUST3336,Sporting Goods,C,Flight,Mumbai-Chennai,1,3,210.69,5,10.3,6486,9,9,1,2023-06-09
SHIP04171,CUST8622,Electronics,B,Flight,Mumbai-Chennai,4,4,1963.76,3,3.2,4709,10,14,0,2023-12-20
SHIP04172,CUST9003,Home & Garden,A,Road,Bangalore-Chennai,1,5,237.98,5,49.8,1806,10,13,0,2023-11-08
SHIP04173,CUST3778,Fashion,C,Flight,Delhi-Mumbai,3,1,1432.54,1,32.4,5205,7,6,1,2023-09-07
SHIP04174,CUST3279,Electronics,F,Ship,Mumbai-Chennai,1,2,3129.1,0,11.7,6638,5,8,0,2023-03-19
SHIP04175,CUST2534,Home & Garden,D,Flight,Bangalore-Chennai,7,4,964.77,0,46.0,4032,8,7,1,2023-02-02
SHIP04176,CUST8890,Sporting Goods,B,Road,Hyderabad-Pune,1,3,3104.67,7,22.4,6752,8,8,1,2023-05-04
SHIP04177,CUST9915,Home & Garden,C,Ship,Kolkata-Delhi,2,2,1132.61,3,50.5,6198,7,8,0,2023-07-12
SHIP04178,CUST6613,Electronics,F,Ship,Delhi-Bangalore,6,3,2851.12,0,36.3,3413,7,11,0,2023-08-01
SHIP04179,CUST2925,Cosmetics,A,Flight,Bangalore-Chennai,7,3,3341.26,4,52.3,1336,4,4,1,2023-01-22
SHIP04180,CUST4982,Home & Garden,A,Flight,Bangalore-Chennai,4,2,1099.06,3,60.8,6805,6,7,0,2023-11-24
SHIP04181,CUST8436,Electronics,F,Road,Delhi-Bangalore,7,1,3165.21,8,10.4,4136,3,8,0,2023-12-27
SHIP04182,CUST4085,Sporting Goods,B,Ship,Delhi-Mumbai,5,4,2360.4,8,7.4,1695,3,5,0,2023-12-07
SHIP04183,CUST3527,Fashion,F,Road,Delhi-Bangalore,4,5,3431.63,0,50.1,2150,3,6,0,2023-02-01
SHIP04184,CUST6184,Fashion,C,Flight,Mumbai-Chennai,3,1,4527.24,3,22.7,4697,8,10,0,2023-11-08
SHIP04185,CUST5079,Sporting Goods,F,Road,Kolkata-Delhi,2,3,4055.54,2,15.1,6753,5,8,0,2023-07-20
SHIP04186,CUST1943,Fashion,A,Flight,Bangalore-Chennai,3,5,468.99,5,0.7,1363,7,10,0,2023-03-15
SHIP04187,CUST6983,Cosmetics,B,Road,Kolkata-Delhi,5,2,3112.85,3,37.5,6236,3,7,0,2023-04-08
SHIP04188,CUST8877,Fashion,B,Ship,Hyderabad-Pune,2,4,1981.59,5,53.3,3420,4,3,1,2023-07-16
SHIP04189,CUST5914,Sporting Goods,D,Flight,Hyderabad-Pune,5,5,3551.16,3,62.6,3967,3,8,0,2023-04-02
SHIP04190,CUST3988,Electronics,A,Ship,Bangalore-Chennai,1,3,3424.91,4,50.3,5510,8,12,0,2023-06-19
SHIP04191,CUST3313,Electronics,D,Flight,Delhi-Mumbai,3,1,4012.84,8,55.6,4819,7,9,0,2023-11-01
SHIP04192,CUST3206,Fashion,A,Road,Bangalore-Chennai,4,4,1708.21,0,8.7,3057,3,3,1,2023-12-14
SHIP04193,CUST1426,Fashion,B,Ship,Bangalore-Chennai,3,1,3643.22,3,41.6,2075,6,9,0,2023-02-08
SHIP04194,CUST8436,Fashion,F,Flight,Kolkata-Delhi,3,3,4434.65,1,10.1,2758,4,3,1,2023-03-18
SHIP04195,CUST1913,Cosmetics,F,Flight,Bangalore-Chennai,6,2,1118.46,0,51.8,2297,10,9,1,2023-11-26
SHIP04196,CUST7342,Cosmetics,D,Road,Hyderabad-Pune,5,2,678.59,2,31.8,4423,8,7,1,2023-08-28
SHIP04197,CUST4507,Home & Garden,C,Road,Bangalore-Chennai,3,5,967.71,5,62.5,3870,5,4,1,2023-04-17
SHIP04198,CUST3803,Sporting Goods,C,Road,Delhi-Mumbai,5,5,1589.33,4,4.9,3445,9,9,1,2023-02-02
SHIP04199,CUST8192,Cosmetics,B,Flight,Hyderabad-Pune,6,2,1809.37,6,60.8,5161,10,11,0,2023-04-17
SHIP04200,CUST6107,Cosmetics,D,Flight,Hyderabad-Pune,3,3,3417.22,7,47.0,3634,8,11,0,2023-08-08
SHIP04201,CUST6985,Electronics,D,Flight,Hyderabad-Pune,6,5,2126.43,4,56.2,1545,4,7,0,2023-07-28
SHIP04202,CUST1085,Home & Garden,F,Ship,Mumbai-Chennai,4,5,2336.2,4,56.7,4479,4,5,0,2023-10-27
SHIP04203,CUST9184,Sporting Goods,C,Ship,Bangalore-Chennai,5,1,3947.27,4,44.8,4336,7,9,0,2023-11-09
SHIP04204,CUST7385,Fashion,F,Road,Delhi-Bangalore,5,3,255.15,4,6.6,2165,3,7,0,2023-11-18
SHIP04205,CUST3666,Electronics,F,Ship,Delhi-Bangalore,3,2,638.53,3,36.5,2429,10,11,0,2023-01-01
SHIP04206,CUST7262,Fashion,D,Flight,Delhi-Bangalore,3,1,4445.63,4,33.2,3159,7,8,0,2023-12-25
SHIP04207,CUST6162,Books,A,Ship,Bangalore-Chennai,5,3,1451.41,8,38.9,6981,10,14,0,2023-02-16
SHIP04208,CUST4719,Home & Garden,F,Road,Mumbai-Chennai,5,5,3173.84,1,28.2,3846,8,8,1,2023-11-20
SHIP04209,CUST6566,Fashion,B,Road,Bangalore-Chennai,4,3,487.92,0,37.1,1361,6,7,0,2023-11-27
SHIP04210,CUST9135,Books,C,Road,Kolkata-Delhi,2,1,700.25,4,58.1,4467,4,7,0,2023-02-15
SHIP04211,CUST1417,Sporting Goods,F,Road,Bangalore-Chennai,1,1,1641.09,0,18.3,3639,6,6,1,2023-08-05
SHIP04212,CUST8410,Books,C,Ship,Delhi-Mumbai,7,3,3123.34,5,50.5,2703,9,13,0,2023-02-22
SHIP04213,CUST6859,Sporting Goods,C,Ship,Delhi-Mumbai,1,3,898.26,8,58.8,1735,7,11,0,2023-05-29
SHIP04214,CUST7669,Home & Garden,C,Road,Delhi-Mumbai,7,4,2781.23,2,21.1,1285,5,8,0,2023-11-18
SHIP04215,CUST6481,Electronics,F,Ship,Hyderabad-Pune,2,4,1911.38,7,49.3,1018,8,9,0,2023-03-03
SHIP04216,CUST7210,Books,A,Road,Kolkata-Delhi,1,4,2976.11,1,13.7,3990,10,15,0,2023-10-24
SHIP04217,CUST5301,Sporting Goods,B,Flight,Hyderabad-Pune,3,3,2981.04,5,35.0,2311,4,4,1,2023-10-05
SHIP04218,CUST7704,Sporting Goods,F,Ship,Delhi-Bangalore,4,5,4210.14,1,53.3,4183,10,12,0,2023-02-01
SHIP04219,CUST8126,Electronics,F,Road,Delhi-Bangalore,4,4,709.65,0,11.0,2845,7,10,0,2023-01-15
SHIP04220,CUST3252,Electronics,F,Flight,Mumbai-Chennai,5,4,2959.33,5,61.8,4844,8,13,0,2023-02-09
SHIP04221,CUST5282,Fashion,F,Flight,Bangalore-Chennai,6,4,1082.15,7,23.3,5193,6,10,0,2023-05-14
SHIP04222,CUST2393,Fashion,F,Road,Kolkata-Delhi,6,5,2540.26,0,7.3,5225,7,10,0,2023-12-21
